Size,Mean,StandardDeviation,NumUnique,Sort1,Sort2,Sort3,Sort4,Sort5
5922.0,3.96403242147923,2117.477886548867,3202.0,19.558193676293797,61.0032807538104,31.461958853076734,153.22802765060658,116.81373415314098
8768.0,129.27782846715328,3357.6286846234007,4757.0,53.66813947138303,62.257427725064346,57.27606149275026,105.14292720730104,177.70348562903473
1626.0,-16.99261992619926,800.7744444552685,1018.0,20.87648475341087,54.08223418570232,21.28314252851959,139.38863333085496,38.234637976283736
5440.0,16.65073529411765,854.9588008646556,2436.0,19.06895106686783,56.121138746807695,37.13896516119223,145.05991379504889,83.1930643432118
1801.0,28.25930038867296,642.5928995838841,1117.0,3.4048848169508705,62.32321368115959,17.518453348405497,94.87251920854104,37.554548505446014
5100.0,56.37803921568627,1306.0871241651075,3046.0,26.978173609458725,61.31959924065682,27.85336207841323,142.359810654128,49.92001165908027
4673.0,127.57414936871388,2134.2977676411765,2522.0,30.957349140836396,66.0408384124717,48.04488172881142,61.65030555238579,69.99833376277607
6866.0,82.97931838042528,4611.8353015882,4281.0,89.4036683731517,57.16405986979346,72.41267771953247,77.15490922958321,291.6739170086501
9735.0,33.991576784797125,1117.0066095250188,3553.0,3.011761122845664,64.26691003754043,15.896153007292323,83.38355029729054,75.74341238816221
8917.0,16.029045643153527,3036.055372946352,4880.0,53.816019903103836,52.452033940882146,43.08785686233602,83.2277781827531,164.55836470024602
7861.0,31.08255947080524,3774.59617642125,4157.0,69.19032817642203,55.37090229040592,61.34893632235972,60.53123686691322,208.43601254156724
7777.0,33.37122283656937,4392.435152482534,4682.0,84.90526092642713,73.4671796602844,72.80511532267988,141.052691205836,253.96549342355513
8253.0,91.65406518841634,4914.709326761074,4633.0,113.26297100432933,38.096406095304836,94.63733855047401,138.74246423987,273.3968736346558
7634.0,112.89572963059994,4690.138367281319,4486.0,91.10337614451986,56.5646877411576,86.0194777737431,107.36549581544332,273.0234218170807
4393.0,45.18301843842477,1240.7431987109771,2383.0,21.10049190836525,51.78592150195262,32.09993841207835,118.2435851796329,70.84417069732348
7267.0,75.53309481216458,4611.0221337615785,4092.0,105.14855645773709,60.60697173670618,95.47837530856614,93.14648170821366,272.5090354761468
7022.0,29.958131586442608,3048.632669348508,4019.0,36.44992631657185,67.29139694101656,48.51097218323817,114.26865043980219,141.57369926554765
6966.0,35.93008900373241,2625.676747757468,4250.0,38.67093646820865,68.18431134402923,36.40756983173632,58.94466293940323,112.82279697861922
8224.0,17.290612840466927,733.0928114593934,2406.0,1.7599085475316185,66.29508084943112,17.46370426419302,139.74041169002308,32.57005286077003
1947.0,8.402670775552131,1058.842074838566,1088.0,21.57262261316119,52.757575793904905,23.875093887175648,113.74360524141244,82.01058913982952
5478.0,43.05093099671413,771.460023507185,2272.0,-1.3690688227002124,64.94689600099906,17.245147259601552,115.18483413642078,47.05279332477935
4184.0,48.1453154875717,2132.7171843327087,2439.0,38.879398543997866,53.89577883841583,26.382770896850236,75.46168077712294,119.07282111055225
3960.0,23.086616161616163,1204.9800682884295,2128.0,15.559376020287962,62.159470037688806,35.00116159169454,132.31008770668254,34.409401548511056
4520.0,63.37057522123894,2560.5716004165643,2862.0,42.5522709801787,52.28724554340552,47.76026826589737,113.0863649406986,147.52740769481716
7081.0,143.55698347691003,3650.0159097075298,4176.0,77.60678703364044,56.69339546972125,58.5955189160873,61.62224540146417,183.2210906822374
2956.0,56.03552097428958,1539.473736291999,1875.0,14.61893235889726,45.779355742826944,17.542138709146652,72.82175719103506,59.33805069971817
4051.0,35.125894840780056,1385.9755341054497,2311.0,23.209791266983103,47.96604540343936,33.39545447658668,135.3385168767543,62.44281739925463
3950.0,95.60253164556964,2313.7861357564807,2315.0,35.819657809276805,52.43819626272324,51.542969884500025,59.84068181218112,122.91356782527484
2521.0,85.73780245934154,2015.111494744265,1576.0,23.099085668671883,69.70691759780559,35.40082613025215,102.88664795270816,108.92242102886648
8215.0,0.7965916007303713,2884.0026365172016,4562.0,56.7903084948566,40.68886851205751,43.11718792310441,131.2467563724442,118.74637203213653
1401.0,52.12419700214133,935.6356572278418,837.0,17.429567746443382,68.14805410244372,36.18175458771842,101.75455759313195,60.076152390144024
9398.0,43.595765056394974,4328.358071676769,5196.0,84.60312973278272,44.163556669426995,70.99545493115089,94.02686028035745,252.92967185922714
5744.0,80.29300139275766,3636.24232390258,3381.0,74.73176183229897,65.14803028770005,70.30481085050724,139.29812511790252,211.87200507681973
1892.0,32.3985200845666,390.6474930206345,987.0,-1.3578355712693968,65.60562556499221,17.86553929381423,51.208881602167864,65.70897674898733
8600.0,112.81174418604652,2169.7428995752985,4628.0,41.07848628907642,72.87101678816467,47.86667346191713,90.19897358720316,102.19261427015999
9208.0,56.03703301476977,1524.9180196296445,4189.0,22.025160094729074,71.91817263500722,28.377346713233027,57.062779847135076,91.88498515489813
8957.0,36.795355587808416,2820.317043042574,5461.0,58.707047931133445,63.06232983351637,53.621197586792746,110.60035321350571,129.0888343665379
7113.0,30.838324195135662,4578.604393701338,4213.0,84.76988377688673,49.49302886234674,77.25284569793082,73.72457958814272,247.4654265505639
2587.0,94.73637417858524,1174.3141689420754,1582.0,35.045754136378825,60.83440565222397,19.62486593801889,75.58592815626957,59.156251602791585
1257.0,93.43595863166269,739.2702292352022,678.0,7.050860925213335,45.54658789243277,35.19840966789349,98.76423644291343,54.553222363705665
3940.0,86.73807106598984,132.20608786037502,465.0,17.382446790963634,63.69948985566777,21.372018147046305,74.16099351657661,75.15789941256426
9050.0,148.50475138121547,5903.751565880367,5178.0,133.3827092311398,41.94762881978655,136.8645306845118,105.1127914942635,409.71443628871936
7230.0,75.70013831258645,3071.441376167504,4112.0,53.7644524589653,52.01124390027651,49.828391062237586,141.88766441700443,115.13837923558893
9339.0,93.89217260948708,2070.5554240974384,5151.0,21.17640183569444,57.15563927447072,34.98530711527492,136.5502494356337,83.53467444282799
3466.0,-63.16503173687248,3034.5291382777173,2164.0,58.41606542198976,56.26941984076075,55.15808891802662,126.09084382280969,124.4255442780537
6142.0,16.989742754802997,2023.1846277974587,3863.0,32.1160447712083,60.28648549757799,32.46342885814745,142.48935525621621,65.91133740793504
9573.0,67.90149378460252,2078.830588554592,5240.0,45.223882915396466,57.097999667387654,18.631450408182737,122.48584531857638,120.52569568206094
7648.0,17.832374476987447,5055.842993133961,4386.0,114.88059006763098,53.819925866419915,113.94235096779512,149.8663209801577,294.7104746938583
9906.0,25.61780738946093,845.5537395641344,2811.0,16.462755891753435,72.21738699741118,19.171083318517404,113.65286390296038,34.601635062494495
7449.0,51.45106725734998,2614.231552291491,4389.0,30.879491971752223,45.97014569585416,41.7038802110893,149.16849784917753,104.20872209235289
6342.0,49.1316619362977,4264.527214048491,3665.0,81.09046980713835,53.98661075121099,78.92652140947486,53.99551698166568,234.46596393128536
9708.0,25.21600741656366,6488.197035218928,5694.0,167.78981643939332,58.60972564803782,140.24847551082215,141.2111091984918,494.0646433869008
7120.0,70.79143258426966,3977.605416742968,4234.0,59.60173118630007,60.77556602563225,70.28395963276274,146.57933038398835,195.17902231983692
3852.0,-4.093717549325026,2254.8268754167707,2250.0,28.742687283000905,61.60879446596403,39.17053192344025,117.70582652445555,129.30805175329547
2475.0,21.125656565656566,415.3294965146034,1149.0,5.684642978859809,66.95229314759594,13.091634263222856,76.42719174772182,24.045444343907597
3082.0,64.19046073977937,703.4890199341602,1680.0,7.007532192041207,54.22728473197992,23.614270142216704,118.29751562815882,61.15789581018625
8909.0,19.950050510719496,2178.33817614485,4906.0,26.070598223679514,49.61792001152919,38.79966451165163,105.35868919590001,66.16785864512622
2884.0,14.240638002773926,412.1256932428968,1210.0,11.439803886689567,57.87529202263129,16.494573765009402,44.24939441484592,52.436910300655754
1176.0,66.42517006802721,331.0777821023963,707.0,25.390137852098054,51.50416620197969,26.365048353727058,137.4118486163092,26.03491100443994
7741.0,113.39000129182276,3200.665134691406,4717.0,50.16336023376117,59.905195565163,65.36706988838048,132.6319257353522,135.3862140879848
6687.0,43.90803050695379,3608.0800562493455,3758.0,63.127475385005695,59.20802377672463,57.42598293311683,120.4542208622532,202.3775325887658
1594.0,37.13488080301129,269.4133200385521,740.0,6.986034704857088,74.40974343205448,24.164047479805305,89.06505677424003,22.482598596198272
3358.0,26.41363907087552,226.78587953495145,778.0,0.910631597672988,57.388035436381514,28.636410928074387,101.80944614299318,28.88407545496773
6403.0,41.4463532719038,4126.588495251232,3798.0,84.78288552849247,48.409656058177305,75.45579422105995,127.6682367695305,214.56054356607655
5630.0,85.80142095914742,1903.5431529096209,3360.0,30.177301142995027,55.9388512466904,40.13855732475416,84.5420904833389,84.39695835810805
4590.0,7.6459694989106755,2958.408903672559,2763.0,50.641878404656666,53.85140367012822,43.196559877016014,102.79044239867241,132.53033242002826
2167.0,65.5916012921089,383.3245070380436,1031.0,3.6625401785906013,60.83938014630408,19.62429994884318,68.0922686172022,46.748105002363104
4713.0,-51.353702524931045,3019.009538006556,2769.0,58.50185211771927,63.304565361707425,43.42430084653878,137.29312004619612,127.86126944613983
2883.0,27.50398890045092,1091.870391589848,1728.0,25.774561388360762,46.569282649418284,25.44109749281018,149.46335941614603,31.47865281309875
7220.0,66.63753462603879,3038.688434551223,4461.0,43.27717707033199,51.03154803569158,52.30468188237713,144.49289231502712,127.05026300997731
3547.0,114.60783760924726,2138.9522995637103,2122.0,37.43412628918999,60.469289404102284,17.16016022738326,50.0919300637024,100.68398648229666
1356.0,39.72935103244838,79.42991786714374,277.0,14.110999834675495,67.54084094098103,16.461234647486204,60.96060371264606,71.4444394298543
4373.0,32.857077521152526,864.0553475606587,2242.0,10.60899592035475,69.52760169008573,30.479362788462563,100.73330417573904,59.882006323794144
9392.0,33.094655025553664,4854.450085887884,5180.0,108.11483050970405,45.85718139884916,105.46146881286816,147.9219835739338,308.55538250847735
1742.0,17.289322617680828,1006.99541673977,946.0,17.56828500396452,65.2592912317114,34.455402166124024,151.91156689876644,63.166946296183355
6730.0,155.6922734026746,3078.1195967122403,3818.0,57.62202213246168,67.78372984732215,47.32197531306785,83.13999645266854,177.58125910250834
9054.0,23.97857300640601,774.6162132765514,2601.0,4.085177734922871,65.1123817470833,17.068615928672543,96.51213650538114,40.56505015198772
8044.0,72.48694679264048,2970.664382825673,4676.0,49.17935267086838,61.99832387052683,60.23177867622019,80.58265368706847,124.5614549390284
2942.0,29.067980965329703,1128.2068589831524,1812.0,19.313560251094486,67.9409818217386,12.413629099545528,108.04974861025208,37.3956492790693
4357.0,67.75350011475786,1496.2119003611913,2440.0,27.960946279489555,68.73530384517179,37.021128556904664,70.15725709027294,69.57649461997784
5261.0,50.13191408477476,226.1768035937089,781.0,0.9284609154030994,53.487079526760844,31.76259925846211,152.79801371254018,31.881384609781367
6897.0,61.77598956067855,4086.974130362317,3860.0,79.55367808396069,62.96385489487732,71.13746449854006,125.28913832338625,204.37514567954992
6282.0,71.09996816300541,1979.039953545664,3443.0,29.251491826033188,56.91273149521298,25.379735120676685,116.62745957198976,60.640874328746605
7737.0,54.69510146051441,4857.768729020921,4754.0,88.17366900984746,51.83275258180369,104.23812116720272,111.97414296231399,300.2158343003174
9495.0,65.18936282253817,752.7498784578019,2519.0,17.240867193992692,58.644783207998515,25.054839330104095,146.52394429994197,56.28375627030304
3218.0,87.07924176507147,511.9220647430973,1434.0,1.6156580369014932,67.34052725886036,20.64376460234473,137.86370409824232,73.44208882826483
3324.0,92.4693140794224,1294.6938805157367,1813.0,28.07270046108426,53.69613512480364,24.054092784915124,131.1531812434826,76.3664548043817
6860.0,-7.140816326530612,4415.314602468475,3925.0,89.43991920843197,60.72898834923357,64.81894403165293,61.4950734355007,247.0468882293193
3813.0,33.84369263047469,309.4163150669096,1049.0,13.364306289663302,52.427616368569986,21.67427112548816,87.72828233206033,26.43142074857406
8514.0,38.1503406154569,5912.857909300275,5124.0,141.3529546172589,60.77270122356113,125.30328215567421,85.06330575658963,389.1392085891194
2529.0,7.154211150652432,736.5807735784297,1477.0,12.095344628116838,64.6913757909157,32.255191463520504,90.9925969516076,69.22914941997561
5228.0,49.5181713848508,1458.8690650573135,3214.0,13.838381628505665,50.315239795218076,24.951009062546987,84.95578677388906,65.4087716664344
8662.0,15.365042715308244,4309.368050954112,4925.0,80.58137288188571,73.03836909415072,72.77406785527003,93.07499009747502,253.63779916868634
6493.0,47.87786847374095,855.307498691906,2582.0,15.742236136572142,69.50208386368203,22.880867696673825,87.15243046677374,45.68259283079907
1031.0,17.41416100872939,114.74821317990896,362.0,10.131421837652312,52.56700446386789,20.47962196081037,143.25559567480545,34.96447643811315
9066.0,41.03783366424002,1221.1107122208236,3633.0,10.279406631009007,52.048237493414824,13.293914949666046,95.37385590306296,79.68666516854182
2415.0,13.157349896480332,661.1545138490994,1299.0,13.652734868129048,74.96167989946612,14.899950292504354,106.9117175393241,58.762078178913306
9416.0,119.97875955819882,3092.81308052001,5030.0,50.56898552601781,64.5305206987699,57.203915364378105,97.1644340146054,163.0262668447896
1212.0,21.037128712871286,76.0417275647367,264.0,15.023797180505579,60.64154126673037,8.270422860681158,115.71377972054509,47.27974060620967
5205.0,40.11719500480307,737.670931234182,2164.0,11.396846533143021,57.911072266446084,23.940045585765684,105.51832791962364,69.11022062585887
2331.0,55.25911625911626,1614.890452485247,1386.0,28.929599240425997,66.67311145223259,36.53370089783539,139.02532866821656,107.4632747545497
5249.0,-17.72775766812726,2947.663487481024,2995.0,67.12602930587514,53.08767934915731,42.40102885128807,108.94926437836396,127.41179411810546
9325.0,41.317211796246646,2433.127293450285,5088.0,44.41221171439867,65.7814167724812,22.77099236944529,66.23548552659102,97.71807467501608
9146.0,92.81500109337416,4608.404185340851,5660.0,110.30543783145396,50.98658757624813,77.87386552250211,106.7242579945113,268.3800799532447
1016.0,33.83464566929134,231.96123806582844,561.0,2.746984195354825,63.5824002648835,19.839017388344672,54.289299242317206,26.480856914801585
2838.0,22.104298801973226,1062.1195187632927,1540.0,7.231903144434078,63.28398120931826,30.627086585355173,81.85448521327994,52.55970143279305
2156.0,61.36038961038961,1231.8525140652,1203.0,32.43264010472758,61.17336108034245,21.47600538647263,113.6768241912121,34.51836023385205
8179.0,66.56914048172148,3832.5859997352063,4727.0,73.90449332152669,57.70656867452763,72.25127163220563,75.31024096279592,203.84148580695094
8621.0,86.61547384294165,359.3666518700009,1243.0,14.03336780319719,64.44207356458135,28.650367376127384,54.75706876723508,74.21101490186261
8898.0,0.4471791413800854,3835.7689060552334,5410.0,70.02976213480235,56.97776098655804,61.95785235126455,150.90292322268354,225.29440525711257
8392.0,-51.42183031458532,4737.747454402454,4734.0,103.57688331304344,36.67764438255299,87.7835301055236,119.89610426019382,273.3607319398504
8477.0,29.28429869057449,3929.31275300959,4949.0,66.52196942555842,51.49955241604903,61.21345576117255,137.44809377540457,175.67314788007707
